jaccard_similarity,skill_coverage,experience_match,education_match,matched_skill_count,missing_skill_count,candidate_skill_count,required_skill_count,label
0.0,1.0,0.0,1.0,0,0,0,0,0
0.1429,0.5,1.0,0.0,1,1,6,2,0
0.0,0.0,1.0,0.0,0,4,3,4,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.25,0.75,0.0,0.0,3,1,11,4,1
0.0,0.0,1.0,1.0,0,1,1,1,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.2727,0.4286,1.0,1.0,3,4,7,7,1
0.0,0.0,0.8333,1.0,0,1,7,1,0
0.0,0.0,0.0,1.0,0,1,1,1,1
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,0.8,0.5,0,0,3,0,0
0.0,0.0,1.0,1.0,0,3,3,3,0
0.0,0.0,1.0,1.0,0,6,1,6,0
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,0.0,0.0,0.0,0,3,2,3,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,2,1,0
0.1,0.5,1.0,0.5,1,1,9,2,0
0.0,0.0,1.0,0.0,0,5,4,5,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.2,0.3333,0.0,1.0,1,2,3,3,0
0.0,0.0,1.0,1.0,0,4,1,4,0
0.0,1.0,0.0,1.0,0,0,2,0,0
0.0,0.0,1.0,1.0,0,2,1,2,0
0.3333,0.5,1.0,0.0,1,1,2,2,1
0.0,0.0,1.0,1.0,0,6,0,6,0
0.0,0.0,1.0,0.0,0,1,1,1,0
0.0,1.0,1.0,0.0,0,0,2,0,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,1.0,0.6,1.0,0,0,7,0,0
0.0,1.0,0.0,1.0,0,0,1,0,1
0.0,0.0,0.75,1.0,0,1,0,1,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,7,1,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0,2,0,2,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,12,0,0
0.0,0.0,0.0,1.0,0,5,0,5,0
0.1667,0.5,1.0,1.0,2,2,10,4,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,5,4,5,0
0.0,0.0,0.0,1.0,0,4,1,4,0
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,1,0,1,0
0.0,1.0,0.0,1.0,0,0,2,0,0
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,0.0,0.0,1.0,0,4,2,4,0
0.0,1.0,1.0,1.0,0,0,8,0,0
0.2,1.0,0.0,1.0,1,0,5,1,1
0.0,1.0,0.7143,1.0,0,0,1,0,0
0.0,1.0,1.0,0.5,0,0,0,0,1
0.0,0.0,0.0,1.0,0,1,0,1,0
0.1111,1.0,0.0,1.0,1,0,9,1,1
0.0,0.0,0.4,1.0,0,7,0,7,0
0.3333,0.3333,1.0,0.0,1,2,1,3,1
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,5,0,0
0.0,1.0,0.0,1.0,0,0,9,0,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,9,0,1
0.1739,0.4,0.875,1.0,4,6,17,10,0
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,1.0,1.0,0.0,0,0,1,0,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,1.0,0.0,0,1,2,1,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,1.0,0.0,0,4,3,4,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,1,6,1,1
0.1429,0.5,0.6,1.0,1,1,6,2,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,0.0,1.0,1.0,0,2,5,2,0
0.0,1.0,0.0,0.0,0,0,1,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.25,0.3333,1.0,0.0,1,2,2,3,1
1.0,1.0,0.4167,1.0,1,0,1,1,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,2,0,2,0
0.0,0.0,1.0,0.0,0,5,0,5,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,1,0,1,0
0.25,0.5,0.0,0.0,1,1,3,2,1
0.2308,1.0,1.0,1.0,3,0,13,3,1
0.125,0.5,1.0,1.0,1,1,7,2,1
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,1,0,1,0
1.0,1.0,0.0,1.0,1,0,1,1,0
0.0714,0.1,0.75,1.0,1,9,5,10,0
0.0,1.0,0.7,1.0,0,0,1,0,0
0.0,0.0,1.0,1.0,0,4,3,4,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0,2,0,2,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,0.0,0.5,0,1,10,1,0
0.0,0.0,0.0,0.0,0,2,0,2,0
0.0,0.0,1.0,1.0,0,1,3,1,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.4,0.4,0.0,0.0,2,3,2,5,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,1.0,1.0,0.0,0,0,0,0,1
0.1,1.0,1.0,1.0,1,0,10,1,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,0.0,0.5,0,5,0,5,0
0.0,0.0,0.0,1.0,0,4,1,4,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,0.0,0.0,0.0,0,2,0,2,0
0.1538,1.0,1.0,1.0,2,0,13,2,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0,1,0,1,0
0.2,0.25,1.0,1.0,1,3,2,4,1
0.0,1.0,1.0,0.0,0,0,6,0,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,1.0,0.5,0,0,1,0,1
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,0.0,1.0,0.0,0,5,2,5,0
0.1667,0.2222,1.0,0.5,2,7,5,9,1
0.1176,1.0,1.0,1.0,2,0,17,2,0
0.0,1.0,0.0,0.0,0,0,6,0,0
0.1667,1.0,1.0,1.0,1,0,6,1,0
0.0,1.0,1.0,0.0,0,0,7,0,0
0.5,0.5,0.0,0.0,1,1,1,2,1
0.0,1.0,1.0,0.5,0,0,3,0,0
0.0,0.0,0.0,0.0,0,1,2,1,0
0.0,0.0,1.0,0.5,0,2,8,2,1
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,0.0,1.0,0.0,0,5,0,5,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,0.0857,0.0,0,0,0,0,0
0.1429,0.1667,0.0,1.0,1,5,2,6,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.4,0.5,1.0,0.0,2,2,3,4,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,0.0,0.8,1.0,0,4,0,4,0
0.0,0.0,0.0,1.0,0,5,0,5,0
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,1.0,0.0,0.0,0,0,0,0,0
0.3333,1.0,1.0,0.0,2,0,6,2,1
0.0,0.0,0.7143,1.0,0,1,0,1,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,0.0,0.0,0,2,0,2,0
0.0,0.0,1.0,1.0,0,2,0,2,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,1.0,0.5,0,2,7,2,0
0.0,0.0,1.0,0.0,0,1,0,1,0
0.1053,1.0,1.0,1.0,2,0,19,2,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,1.0,0.0,0.0,0,0,2,0,1
0.0,0.0,0.0,1.0,0,2,3,2,1
0.0,1.0,1.0,0.0,0,0,2,0,0
0.0,0.0,0.0,1.0,0,6,2,6,0
0.0,1.0,1.0,1.0,0,0,3,0,0
1.0,1.0,0.0,1.0,1,0,1,1,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,0.75,0.0,0,0,0,0,0
0.0,1.0,0.0,0.0,0,0,5,0,0
0.0,0.0,0.0,1.0,0,1,5,1,0
0.2,1.0,0.0,1.0,1,0,5,1,0
0.0,0.0,1.0,1.0,0,2,10,2,1
0.0,1.0,0.7,1.0,0,0,5,0,0
0.0,1.0,1.0,0.5,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,7,0,0
0.0,0.0,1.0,1.0,0,1,11,1,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,6,0,0
0.0,1.0,0.0,1.0,0,0,6,0,0
0.0,1.0,0.0,1.0,0,0,2,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,0.0,0.0,0,0,2,0,1
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0,3,0,3,0
0.0,0.0,0.0,1.0,0,10,0,10,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,1,0,1
0.0,1.0,1.0,1.0,0,0,3,0,1
0.2857,0.4444,1.0,0.5,4,5,9,9,0
0.0,0.0,1.0,1.0,0,1,5,1,0
0.2,0.5,1.0,1.0,1,1,4,2,1
0.1429,0.5,0.0,0.0,1,1,6,2,1
0.0769,1.0,1.0,1.0,1,0,13,1,1
0.0,0.0,1.0,0.0,0,10,0,10,0
0.0,1.0,1.0,1.0,0,0,12,0,0
0.1429,0.3333,1.0,1.0,2,4,10,6,0
0.1429,0.3333,0.0,1.0,1,2,5,3,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.5,1.0,0.0,1.0,1,0,2,1,0
0.0,0.0,0.0,1.0,0,1,0,1,0
0.0,1.0,1.0,1.0,0,0,1,0,1
0.0,0.0,0.0,0.0,0,2,6,2,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,0.0,0.0,0,2,2,2,1
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,0.0,0.0,0.0,0,5,0,5,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,1.0,1.0,0.0,0,0,8,0,0
0.2143,0.2143,1.0,1.0,3,11,3,14,0
0.1111,0.1111,1.0,0.0,1,8,1,9,1
0.0,0.0,0.0,1.0,0,3,1,3,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,4,1,4,0
0.5,1.0,0.0,1.0,1,0,2,1,0
0.0,0.0,1.0,1.0,0,6,0,6,0
0.0,1.0,1.0,0.0,0,0,9,0,0
0.1429,1.0,0.0,1.0,1,0,7,1,0
0.0909,1.0,1.0,1.0,1,0,11,1,0
0.0,1.0,0.6667,1.0,0,0,0,0,1
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,4,0,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.1333,0.1429,1.0,1.0,2,12,3,14,0
0.0,1.0,0.0,1.0,0,0,1,0,1
0.125,0.1667,1.0,0.0,1,5,3,6,1
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,0.0,0.0,0.5,0,6,3,6,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,10,1,1
0.0,0.0,1.0,0.5,0,9,1,9,0
0.1538,1.0,1.0,1.0,2,0,13,2,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.0,1.0,0.8,1.0,0,0,5,0,0
0.0,0.0,1.0,1.0,0,2,0,2,0
0.0,0.0,1.0,1.0,0,1,2,1,0
0.0,0.0,1.0,0.0,0,1,0,1,0
0.0,1.0,1.0,1.0,0,0,17,0,0
0.0,1.0,1.0,0.0,0,0,6,0,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,1,1,0
0.0,1.0,0.0,1.0,0,0,8,0,0
0.0,0.0,0.0,1.0,0,6,1,6,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,0.5,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,1.0,0.0,1.0,0,0,2,0,0
0.0,0.0,0.0,1.0,0,2,0,2,1
0.1429,0.3333,0.0,0.0,1,2,5,3,0
0.3333,1.0,1.0,0.0,1,0,3,1,0
0.5,1.0,1.0,0.5,1,0,2,1,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,0.0,0.0,0.5,0,5,0,5,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,0.0,0.0,1.0,0,1,0,1,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0909,0.25,0.0,1.0,1,3,8,4,1
0.0,1.0,0.0,0.5,0,0,5,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,4,0,0
0.25,1.0,1.0,1.0,1,0,4,1,0
0.0,0.0,1.0,0.0,0,4,0,4,0
0.0,0.0,1.0,1.0,0,4,1,4,0
0.0,1.0,0.0,1.0,0,0,2,0,1
0.0,0.0,0.0,1.0,0,1,0,1,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,0.0,1.0,0,1,0,1,0
0.0,1.0,1.0,1.0,0,0,6,0,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,0.0,1.0,1.0,0,3,3,3,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,1,1,1,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,0.0,0.0,0,7,0,7,0
0.0,1.0,0.0,0.5,0,0,0,0,0
0.0,0.0,0.2,0.5,0,4,0,4,0
0.3333,1.0,1.0,1.0,1,0,3,1,1
0.0,0.0,1.0,0.0,0,1,2,1,0
0.0,1.0,0.4286,1.0,0,0,0,0,0
0.2857,0.5,0.0,1.0,2,2,5,4,0
0.0,1.0,1.0,1.0,0,0,4,0,0
0.0,1.0,0.0,0.0,0,0,4,0,0
0.125,0.25,0.0,0.5,1,3,5,4,0
0.0,0.0,0.0,0.0,0,2,0,2,0
0.0909,0.125,0.0,1.0,1,7,4,8,0
0.0,1.0,0.0,0.5,0,0,1,0,1
0.0,1.0,0.0,0.0,0,0,11,0,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,0.0,0.5,0,2,2,2,0
0.0,0.0,1.0,0.0,0,7,0,7,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,2,0,2,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.1,0.1667,1.0,1.0,1,5,5,6,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,0.0,0.0,1.0,0,4,9,4,0
0.0,0.0,1.0,1.0,0,1,3,1,0
0.2,1.0,1.0,1.0,1,0,5,1,1
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,0.0,0.0,0,0,2,0,0
0.0,1.0,0.35,1.0,0,0,5,0,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.25,0.5,1.0,1.0,1,1,3,2,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.1667,0.1667,0.0,0.0,1,5,1,6,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.3333,0.5,0.0,1.0,1,1,2,2,1
0.1429,1.0,1.0,1.0,1,0,7,1,1
0.0,1.0,0.0,0.0,0,0,4,0,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,0.0,0.0,1.0,0,6,0,6,0
0.0,1.0,1.0,1.0,0,0,7,0,0
0.25,0.5,1.0,1.0,1,1,3,2,0
0.0,0.0,1.0,1.0,0,4,5,4,0
0.1111,1.0,1.0,1.0,1,0,9,1,0
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,0.0,0.0,0.0,0,2,3,2,0
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,0.0,1.0,0.5,0,2,0,2,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,0.0,1.0,0,1,0,1,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,0.0,0.0,0.0,0,6,0,6,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,0.0,0.0,0.0,0,5,1,5,0
0.1538,0.3333,1.0,0.0,2,4,9,6,0
0.0,0.0,1.0,0.0,0,2,0,2,0
0.0,0.0,0.0,0.0,0,1,2,1,1
0.0,1.0,0.0,1.0,0,0,1,0,1
0.0,1.0,1.0,1.0,0,0,6,0,0
0.0,0.0,0.0,1.0,0,3,0,3,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0,1,2,1,0
0.0588,1.0,1.0,1.0,1,0,17,1,0
0.1,0.25,1.0,1.0,1,3,7,4,0
0.0909,1.0,1.0,0.0,1,0,11,1,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.2,1.0,1.0,0.5,1,0,5,1,0
0.0,0.0,1.0,1.0,0,2,5,2,0
0.0,0.0,1.0,1.0,0,1,1,1,0
0.1429,1.0,1.0,1.0,1,0,7,1,0
0.0,0.0,1.0,0.0,0,1,2,1,1
0.0,1.0,0.0,0.0,0,0,2,0,0
0.0,0.0,0.0,0.0,0,5,4,5,1
0.0,1.0,0.0,0.0,0,0,7,0,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,1.0,0.5,0,0,0,0,0
0.0,0.0,0.0,1.0,0,1,0,1,1
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,0.0,1.0,0.0,0,2,0,2,0
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,0.0,0.0,1.0,0,4,2,4,0
0.0,0.0,0.5,0.0,0,2,0,2,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,0.7143,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,7,0,0
0.1,0.25,1.0,0.0,1,3,7,4,0
0.0,1.0,1.0,0.0,0,0,3,0,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0,2,0,2,0
0.1176,1.0,1.0,1.0,2,0,17,2,0
0.0,1.0,0.0,1.0,0,0,1,0,1
0.125,0.125,1.0,1.0,1,7,1,8,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,1,1,1,0
0.1429,1.0,0.0,0.0,1,0,7,1,1
0.0,0.0,1.0,0.0,0,5,0,5,0
0.0,0.0,1.0,0.0,0,4,2,4,0
0.1,0.25,0.0,1.0,1,3,7,4,0
0.0,0.0,0.0,1.0,0,3,2,3,1
0.0,0.0,1.0,0.5,0,6,0,6,0
0.0625,1.0,1.0,1.0,1,0,16,1,1
0.25,0.3333,1.0,1.0,1,2,2,3,0
0.25,0.5,1.0,1.0,1,1,3,2,0
0.0,1.0,1.0,0.0,0,0,5,0,1
0.0,0.0,0.0,0.0,0,4,0,4,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,4,1,1
0.0,1.0,0.0,1.0,0,0,6,0,1
0.0,1.0,1.0,1.0,0,0,2,0,0
0.1429,0.3333,1.0,1.0,1,2,5,3,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,0.0,1.0,0,5,3,5,0
0.0,1.0,0.6667,1.0,0,0,1,0,0
0.0,0.0,0.0,1.0,0,6,0,6,0
0.0,0.0,1.0,0.0,0,4,0,4,1
0.0,0.0,1.0,0.0,0,2,8,2,0
0.0,0.0,1.0,0.0,0,5,0,5,0
0.0,0.0,0.0,0.0,0,4,0,4,0
0.0,0.0,0.0,0.0,0,4,3,4,0
0.3333,1.0,1.0,1.0,1,0,3,1,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0625,0.1,0.0,1.0,1,9,7,10,0
0.1,0.25,1.0,1.0,1,3,7,4,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,1.0,0.5,0,2,7,2,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.5,1.0,1.0,1.0,1,0,2,1,1
0.0,1.0,1.0,1.0,0,0,1,0,0
0.1333,0.2857,1.0,1.0,2,5,10,7,1
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,0.0,0.0,0.0,0,2,2,2,0
0.0,1.0,0.0,1.0,0,0,2,0,0
0.4286,0.5,1.0,1.0,3,3,4,6,1
0.0,0.0,0.0,0.0,0,6,3,6,1
0.0,1.0,0.0,0.5,0,0,0,0,0
1.0,1.0,0.8333,1.0,1,0,1,1,0
0.0,1.0,1.0,1.0,0,0,4,0,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,0.0,1.0,0,4,7,4,1
0.0,1.0,0.6,1.0,0,0,5,0,0
0.0,0.0,1.0,0.5,0,2,11,2,0
0.0,1.0,0.0,1.0,0,0,7,0,0
0.0,0.0,0.0,1.0,0,3,4,3,0
0.0,1.0,0.0,1.0,0,0,1,0,1
0.0,0.0,0.0,0.5,0,9,0,9,0
0.1111,0.5,1.0,0.5,1,1,8,2,1
0.125,0.1429,1.0,0.5,1,6,2,7,1
0.0,1.0,1.0,0.0,0,0,0,0,0
0.25,0.5,1.0,0.5,1,1,3,2,0
0.1,0.25,0.7143,1.0,1,3,7,4,0
0.0,0.0,1.0,0.5,0,2,2,2,0
0.0,0.0,1.0,0.0,0,2,1,2,0
0.0,0.0,0.0,1.0,0,1,1,1,0
0.1429,0.5,1.0,1.0,1,1,6,2,1
0.0,0.0,0.0,1.0,0,1,3,1,0
0.0,1.0,0.0,0.0,0,0,2,0,0
0.0,0.0,1.0,1.0,0,4,0,4,0
0.0,0.0,0.0,1.0,0,2,1,2,1
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,0.0,1.0,0.0,0,2,0,2,0
0.0,0.0,1.0,0.0,0,4,0,4,0
0.0,0.0,1.0,0.0,0,1,4,1,0
0.0,1.0,0.0,1.0,0,0,3,0,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,6,2,6,0
0.2857,0.6667,1.0,1.0,2,1,6,3,1
0.0,1.0,1.0,1.0,0,0,9,0,1
0.25,0.3333,0.0,1.0,1,2,2,3,0
0.0,0.0,0.0,0.0,0,4,0,4,0
0.0,0.0,1.0,0.0,0,1,0,1,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,0.0,1.0,1.0,0,5,1,5,0
0.0,0.0,0.0,1.0,0,6,0,6,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.25,0.5,0.0,0.0,1,1,3,2,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0833,0.1667,0.0,1.0,1,5,7,6,0
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.1111,0.25,1.0,1.0,1,3,6,4,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.125,0.25,0.7,0.5,1,3,5,4,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0,1,0,1,0
0.3333,0.5,0.0,1.0,1,1,2,2,0
0.0,1.0,0.5,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,2,0,2,0
0.2,0.2,0.0,1.0,1,4,1,5,1
0.0,0.0,1.0,1.0,0,6,0,6,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,1.0,0.0,0.0,0,0,6,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.4286,0.75,1.0,1.0,3,1,6,4,1
0.2,1.0,1.0,1.0,1,0,5,1,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,6,1,6,0
0.3333,1.0,1.0,1.0,2,0,6,2,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,0.0,1.0,0,2,1,2,0
0.0,0.0,1.0,0.0,0,4,0,4,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0526,0.3333,0.875,1.0,1,2,17,3,0
0.0,1.0,0.0,0.5,0,0,12,0,0
0.3,1.0,1.0,1.0,3,0,10,3,1
0.0,1.0,0.384,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,2,1,0
0.0,0.0,0.0,1.0,0,8,0,8,0
0.25,1.0,1.0,1.0,1,0,4,1,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,1,0,1,0
